id,block,sentence_n,trialtime,x,y
110,1,13,-69.0,1796.747716,2161.476784
110,1,13,-35.667,1799.912452,2179.2706239999998
110,1,13,-2.3329999999999984,1819.989368,2181.979564
110,1,13,31.0,1817.599644,2183.167028
110,1,13,64.333,1805.366148,2184.0494719999997
110,1,13,97.667,1802.880636,2174.2495719999997
110,1,13,131.0,1803.160536,2163.887348
110,1,13,164.333,1807.67128,2170.475176
110,1,13,197.667,1795.130516,2185.094996
110,1,13,231.0,1808.201224,2189.817672
110,1,13,264.33299999999997,1883.955848,2203.1751320000003
110,1,13,297.66700000000003,1607.4221120000002,2225.837816
110,1,13,331.0,1625.91666,2210.210524
110,1,13,364.33299999999997,1598.273736,2217.426512
110,1,13,397.667,1601.0665159999999,2238.255452
110,1,13,431.0,1631.242224,2233.993024
110,1,13,464.333,1597.7301080000002,2237.572932
110,1,13,497.667,1592.246556,2262.000504
110,1,13,531.0,1583.200188,2273.773672
110,1,13,564.3330000000001,1577.8422799999998,2272.135624
110,1,13,597.6669999999999,1568.280896,2264.493816
110,1,13,631.0,1600.511692,2272.302932
110,1,13,664.333,1584.813656,2264.477508
110,1,13,697.667,1574.112768,2262.749464
110,1,13,731.0,1530.0888519999999,2266.102268
110,1,13,764.333,1562.215152,2262.474644
110,1,13,797.667,1561.028376,2278.96324
110,1,13,831.0,1532.7957959999999,2294.164108
110,1,13,864.333,1545.932436,2300.756768
110,1,13,897.667,1515.0849680000001,2293.255088
110,1,13,931.0,1476.178868,2287.541852
110,1,13,964.333,1482.9313,2299.379044
110,1,13,997.667,671.2349839999999,1182.07206
110,1,13,1031.0,670.8120240000001,1177.095704
110,1,13,1064.333,671.35814,1179.6681399999998
110,1,13,1097.667,675.79922,1179.8735
110,1,13,1131.0,636.753792,918.8210760000001
110,1,13,1164.333,619.220856,908.206984
110,1,13,1197.667,614.41404,909.488068
110,1,13,1231.0,624.9942599999999,915.876576
110,1,13,1264.333,630.943068,920.886152
110,1,13,1297.667,609.75526,853.222448
110,1,13,1331.0,602.934408,854.578428
110,1,13,1364.333,1022.077816,2142.551652
110,1,13,1397.667,1022.6202000000001,2157.15456
110,1,13,1431.0,1036.393768,2155.723684
110,1,13,1464.333,1031.516044,2153.963628
110,1,13,1497.667,1073.019616,2180.398292
110,1,13,1531.0,1143.438724,2166.014636
110,1,13,1564.333,1070.469416,2130.689696
110,1,13,1597.667,912.891936,2009.678296
110,1,13,1631.0,916.268152,2006.77668
110,1,13,1664.333,946.231136,1991.442328
110,1,13,1697.667,958.6164000000001,1990.64082
110,1,13,1731.0,958.167316,1985.882508
110,1,13,1764.333,976.495168,1972.44834
110,1,13,1797.667,984.699348,1965.091016
110,1,13,1831.0,979.32278,1974.806356
110,1,13,1864.333,995.427604,1988.570308
110,1,13,1897.667,855.273588,2032.077636
110,1,13,1931.0,861.67148,2028.009696
110,1,13,1964.333,907.298912,2020.128704
110,1,13,1997.667,872.983172,2016.51014
110,1,13,2031.0,887.632516,2048.89662
110,1,13,2064.333,889.040724,2057.705356
110,1,13,2097.667,896.880412,2075.775828
110,1,13,2131.0,774.52306,895.455336
110,1,13,2164.333,775.187356,911.585156
110,1,13,2197.667,780.837604,923.69898
110,1,13,2231.0,773.55896,913.42796
110,1,13,2264.333,789.50704,906.4578
110,1,13,2297.667,773.491784,888.6005399999999
110,1,13,2331.0,800.589836,771.066368
110,1,13,2364.333,781.124968,774.9857240000001
110,1,13,2397.667,774.791764,779.6111559999999
110,1,13,2431.0,769.109172,785.2428519999999
110,1,13,2464.333,757.079692,795.260796
110,1,13,2497.667,739.575368,719.6707999999999
110,1,13,2531.0,739.001884,720.8244400000001
110,1,13,2564.333,755.861816,730.476964
110,1,13,2597.667,539.206776,2492.76716
110,1,13,2631.0,585.655248,2476.164408
110,1,13,2664.333,691.030756,2496.7789279999997
110,1,13,2697.667,615.985212,2475.727716
110,1,13,2731.0,620.340456,2470.022332
110,1,13,2764.333,749.884396,2245.1332
110,1,13,2797.667,766.81648,2255.656088
110,1,13,2831.0,797.576868,2266.571576
110,1,13,2864.333,797.68634,2274.397604
110,1,13,2897.667,746.687316,2265.482564
110,1,13,2931.0,790.756016,2268.04292
110,1,13,2964.333,682.2107960000001,2240.6654120000003
110,1,13,2997.667,682.42352,2255.139064
110,1,13,3031.0,1384.249756,2035.5687560000001
110,1,13,3064.333,1370.489872,2028.997236
110,1,13,3097.667,1364.696564,2027.93178
110,1,13,3131.0,1342.629248,2033.119536
110,1,13,3164.333,1346.6013400000002,2038.650364
110,1,13,3197.667,1323.545044,2040.429144
110,1,13,3231.0,1310.2765399999998,2043.476928
110,1,13,3264.333,1306.6776479999999,2033.84192
110,1,13,3297.667,1287.6407159999999,2032.660496
110,1,13,3331.0,1285.5470639999999,2027.781384
110,1,13,3364.333,974.56448,2067.775848
110,1,13,3397.667,997.745176,2061.427204
110,1,13,3431.0,1010.201348,2066.0139799999997
110,1,13,3464.333,1020.11976,2046.55612
110,1,13,3497.667,1023.885348,2030.539852
110,1,13,3531.0,1027.6409840000001,2049.445052
110,1,13,3564.333,1047.695508,2062.36884
110,1,13,3597.667,1137.083128,2050.464
110,1,13,3631.0,1145.0049199999999,2052.1739239999997
110,1,13,3664.333,1132.5487480000002,2052.5465919999997
110,1,13,3697.667,1149.877668,1991.156636
110,1,13,3731.0,1131.162932,2002.741356
110,1,13,3764.333,1138.0447399999998,1997.4177
110,1,13,3797.667,978.531596,654.4055799999999
110,1,13,3831.0,974.828208,647.4583719999998
110,1,13,3864.333,968.085728,660.004056
110,1,13,3897.667,968.098168,678.110768
110,1,13,3931.0,968.080752,680.725484
110,1,13,3964.333,955.08344,686.314296
110,1,13,3997.667,955.676828,703.5838640000002
110,1,13,4031.0,955.5847719999999,709.8745240000001
110,1,13,4064.333,955.603432,711.023936
110,1,13,4097.6669999999995,953.206244,723.248292
110,1,13,4131.0,931.0070639999999,735.757132
110,1,13,4164.3330000000005,956.959392,735.2727240000002
110,1,13,4197.6669999999995,960.894164,726.2507759999999
110,1,13,4231.0,925.9128840000001,728.25062
110,1,13,4264.333,900.060076,734.084656
110,1,13,4297.667,918.5297439999999,730.0143
110,1,13,4331.0,933.685396,729.9961800000001
110,1,13,4364.333,926.02982,731.5025559999999
110,1,13,4397.667,916.305472,736.113492
110,1,13,4431.0,919.40552,743.3868600000001
110,1,13,4464.333,937.096444,737.6434240000001
110,1,13,4497.667,948.591004,741.3598359999999
110,1,13,4531.0,927.660704,736.544144
110,1,13,4564.333,907.734312,738.23172
110,1,13,4597.667,906.1482120000001,754.846552
110,1,13,4631.0,923.4547399999999,766.249468
110,1,13,4664.333,935.711872,769.6397199999999
110,1,13,4697.667,925.36428,759.5366119999999
110,1,13,4731.0,909.444812,753.1928
110,1,13,4764.333,906.16936,750.050792
110,1,13,4797.667,910.158868,752.514508
110,1,13,4831.0,910.609196,758.295392
110,1,13,4864.333,903.856764,759.669492
110,1,13,4897.667,903.70624,764.1082879999999
110,1,13,4931.0,945.0767040000001,717.9161799999999
110,1,13,4964.333,952.4785039999999,724.5221280000001
110,1,13,4997.667,954.657992,721.744332
110,1,13,5031.0,1326.397536,2182.043588
110,1,13,5064.333,1311.411068,2158.459804
110,1,13,5097.667,1298.1052439999999,2145.199588
110,1,13,5131.0,1275.3077,2130.638356
110,1,13,5164.333,1283.398676,2142.849424
110,1,13,5197.667,1333.227096,1990.7586000000001
110,1,13,5231.0,1329.921788,1994.130732
110,1,13,5264.333,1343.125604,1988.951432
110,1,13,5297.667,1340.386316,1989.628516
110,1,13,5331.0,1057.013068,2011.262588
110,1,13,5364.333,1087.831924,2021.380192
110,1,13,5397.667,1114.3689319999999,2029.237628
110,1,13,5431.0,1119.184456,2023.207896
110,1,13,5464.333,1143.576808,2019.698656
110,1,13,5497.667,1088.391724,2025.602756
110,1,13,5531.0,1087.904076,2022.5139
110,1,13,5564.333,1103.13188,2017.97786
110,1,13,5597.667,1102.917912,2016.004592
110,1,13,5631.0,1084.177052,2013.591612
110,1,13,5664.333,1088.10436,2008.263124
110,1,13,5697.667,1094.963776,2006.86426
110,1,13,5731.0,1073.1477479999999,2005.1791
110,1,13,5764.333,1059.158968,2009.895132
110,1,13,5797.667,1054.925636,2029.7921
110,1,13,5831.0,1037.880348,2039.523144
110,1,13,5864.333,1019.599768,2027.220872
110,1,13,5897.667,1005.8448599999999,2033.167252
110,1,13,5931.0,1008.2495120000001,662.1941599999998
110,1,13,5964.333,1019.859764,672.6959080000001
110,1,13,5997.667,1023.841808,673.4273520000002
110,1,13,6031.0,999.922176,627.2122919999999
110,1,13,6064.333,1036.050424,626.466956
110,1,13,6097.667,978.331312,695.020352
110,1,13,6131.0,995.540808,697.2714599999999
110,1,13,6164.333,1012.459208,700.769828
110,1,13,6197.667,1012.6507839999999,695.0354519999999
110,1,13,6231.0,1006.8649399999999,690.8980519999998
110,1,13,6264.333,1000.2431280000001,686.2635600000001
110,1,13,6297.667,1011.779984,697.4774239999999
110,1,13,6331.0,1009.036964,695.3235599999998
110,1,13,6364.333,998.9854439999999,694.0533479999999
110,1,13,6397.667,983.619556,694.5739960000001
110,1,13,6431.0,929.169676,652.193732
110,1,13,6464.333,925.0420839999999,652.914908
110,1,13,6497.667,1364.9752199999998,2120.460956
110,1,13,6531.0,1364.461448,2129.1881519999997
