id,block,sentence_n,trialtime,x,y
112,1,52,365.33299999999997,1447.9375799999998,1296.166452
112,1,52,498.667,983.53372,1502.2023279999999
112,1,52,565.3330000000001,991.770244,1535.985256
112,1,52,665.333,1043.2084,1534.37318
112,1,52,898.667,736.532544,427.1819879999998
112,1,52,1065.333,731.68592,414.78126399999996
112,1,52,1098.667,711.444796,414.6652960000001
112,1,52,1265.333,1815.994884,2061.702628
112,1,52,1298.667,1818.739148,2066.9791720000003
112,1,52,1332.0,1812.75302,2079.541768
112,1,52,1365.333,1817.527492,2096.81194
112,1,52,1398.667,1935.170084,1637.788248
112,1,52,1498.667,1685.527896,1831.49286
112,1,52,1532.0,1672.723404,1830.095204
112,1,52,1565.333,1662.935612,1832.772132
112,1,52,1598.667,1632.580768,1824.189896
112,1,52,1632.0,1629.284168,1810.781096
112,1,52,1665.333,1609.7583439999999,1804.65714
112,1,52,1698.667,1603.336816,1800.375988
112,1,52,1732.0,1596.145252,1797.766104
112,1,52,1765.333,1593.285296,1785.7501280000001
112,1,52,1798.667,1600.400976,1797.047344
112,1,52,1832.0,1559.557968,1783.751492
112,1,52,1865.333,1550.527772,1794.769056
112,1,52,1898.667,1554.491156,1796.900572
112,1,52,1932.0,1550.9482440000002,1819.85076
112,1,52,1965.333,1550.439448,1815.48988
112,1,52,1998.667,1553.330504,1880.433168
112,1,52,2298.667,1584.872124,1716.62112
112,1,52,2498.667,1652.349172,1859.463496
112,1,52,2532.0,1627.069848,1854.902088
112,1,52,2565.333,1587.050368,1564.057968
112,1,52,2598.667,1557.999236,1367.194436
112,1,52,2632.0,1539.3653599999998,1355.493144
112,1,52,2665.333,1457.7390560000001,1662.889884
112,1,52,2698.667,1441.218736,1659.373396
112,1,52,2732.0,1414.919332,1662.80774
112,1,52,2765.333,1395.149684,1739.102604
112,1,52,2832.0,1383.620292,2026.752772
112,1,52,2865.333,1386.0498240000002,2032.44668
112,1,52,2932.0,791.504904,1845.785312
112,1,52,2965.333,797.483568,1834.889756
112,1,52,2998.667,817.233312,1842.584716
112,1,52,3032.0,844.624948,1838.787972
112,1,52,3065.333,854.453792,1839.817188
112,1,52,3098.667,864.181872,1845.884368
112,1,52,3132.0,860.7148440000001,1868.368872
112,1,52,3165.333,856.951744,1868.82308
112,1,52,3198.667,866.538008,1870.919564
112,1,52,3232.0,1024.328212,1889.121104
112,1,52,3265.333,1011.992708,1890.593052
112,1,52,3332.0,1631.802024,1246.478996
112,1,52,3365.333,1623.713536,1255.7232159999999
112,1,52,3398.667,1625.863168,1264.225724
112,1,52,3465.333,1591.3172880000002,1359.34908
112,1,52,3498.667,1590.8147119999999,1376.666968
112,1,52,3532.0,1588.763356,1372.4450080000001
112,1,52,3565.333,1632.0707280000001,1362.2060000000001
112,1,52,3598.667,1633.115688,1356.82738
112,1,52,3632.0,917.74478,1936.07848
