id,block,sentence_n,trialtime,x,y
120,1,66,-73.0,1420.09686,2232.012508
120,1,66,-39.667,1399.5944960000002,2249.112956
120,1,66,-6.332999999999998,1384.305736,2243.712592
120,1,66,27.0,1388.2803159999999,2256.48538
120,1,66,60.333,1364.71398,2257.132868
120,1,66,93.667,1443.492768,2224.789272
120,1,66,127.0,1429.039976,2234.9195600000003
120,1,66,160.333,1430.655932,2206.4723679999997
120,1,66,193.667,1419.695048,1845.663908
120,1,66,227.0,1535.517668,1857.914236
120,1,66,260.33299999999997,1468.6290319999998,1864.527432
120,1,66,293.66700000000003,1445.258004,1851.990204
120,1,66,327.0,1413.363088,1851.969668
120,1,66,360.33299999999997,1335.5546199999999,1849.598968
120,1,66,393.667,1281.766548,1878.874244
120,1,66,427.0,1239.180696,1900.522812
120,1,66,460.333,1215.299628,1911.791036
120,1,66,493.667,1224.87594,1905.124084
120,1,66,527.0,1233.799152,1907.398144
120,1,66,560.3330000000001,1258.909292,1905.282936
120,1,66,593.6669999999999,1244.38186,1904.65236
120,1,66,627.0,1221.033224,1894.770316
120,1,66,660.333,1180.674132,1888.555156
120,1,66,693.667,1139.648256,1863.175076
120,1,66,727.0,1264.604324,1792.458152
120,1,66,760.333,1234.922484,1793.858224
120,1,66,793.667,993.141132,1868.804356
120,1,66,827.0,970.878508,1870.4279080000001
120,1,66,860.333,953.487388,1884.359772
120,1,66,893.667,952.3764960000001,1905.155492
120,1,66,927.0,926.635648,1885.730248
120,1,66,960.333,923.4622039999999,1906.379196
120,1,66,993.667,902.166168,1925.89202
120,1,66,1027.0,882.9476119999999,1951.78852
120,1,66,1060.333,942.198088,1943.070988
120,1,66,1093.667,967.7075520000001,1970.499232
120,1,66,1127.0,1010.481248,1954.374244
120,1,66,1160.333,1028.13734,1975.25392
120,1,66,1193.667,1025.613264,1952.06032
120,1,66,1227.0,1012.700544,1915.849312
120,1,66,1260.333,1008.641372,1921.969644
120,1,66,1293.667,1035.766792,1951.17546
120,1,66,1327.0,1058.859164,1924.199008
120,1,66,1360.333,1118.317388,1929.025572
120,1,66,1393.667,1148.940936,1934.762968
120,1,66,1427.0,1182.801372,1928.363588
120,1,66,1460.333,1203.176848,1935.32348
120,1,66,1493.667,1754.189232,2020.993632
120,1,66,1527.0,1737.941348,2024.512536
120,1,66,1560.333,1700.09638,2028.024192
120,1,66,1593.667,1646.565816,2044.008448
120,1,66,1627.0,1612.9989640000001,2074.062884
120,1,66,1660.333,1605.884528,2072.4091319999998
120,1,66,1693.667,1610.765984,2087.2282720000003
120,1,66,1727.0,1623.586648,2071.8486199999998
120,1,66,1760.333,1593.770456,2055.256136
120,1,66,1793.667,1529.920912,2051.610996
120,1,66,1827.0,1628.657192,2003.951168
120,1,66,1860.333,1580.5230999999999,2016.868312
120,1,66,1893.667,1546.656444,2030.156312
120,1,66,1927.0,1502.746976,2030.834
120,1,66,1960.333,1475.7049040000002,2026.828272
120,1,66,1993.667,1436.217856,2010.659192
120,1,66,2027.0,1431.5093160000001,1998.89448
120,1,66,2060.333,1423.705704,2002.91712
120,1,66,2093.667,1585.6496240000001,1983.569792
120,1,66,2127.0,1564.009,2014.962088
120,1,66,2160.333,941.895796,2413.4341759999998
120,1,66,2193.667,915.382424,2415.957084
120,1,66,2227.0,953.170168,2417.70204
120,1,66,2260.333,981.606764,2415.037796
120,1,66,2293.667,999.4171120000001,2437.464316
120,1,66,2327.0,1002.77218,2438.344948
120,1,66,2360.333,980.595392,2444.591516
120,1,66,2393.667,947.0061479999999,2446.66082
120,1,66,2427.0,929.784212,2441.998544
120,1,66,2460.333,951.697272,2405.953636
120,1,66,2493.667,891.740204,2414.241724
120,1,66,2527.0,666.119656,2297.295848
120,1,66,2560.333,640.839088,2232.16834
120,1,66,2593.667,660.867488,2220.126996
120,1,66,2627.0,679.098308,2109.690428
120,1,66,2660.333,688.153384,2137.291416
120,1,66,2693.667,639.557768,2151.98432
120,1,66,2727.0,652.684456,2172.477436
120,1,66,2760.333,597.187128,2193.506904
120,1,66,2793.667,602.430588,2179.356392
120,1,66,2827.0,500.698756,2216.8478800000003
120,1,66,2860.333,506.54058,2181.0016880000003
120,1,66,2893.667,516.993912,2168.9839
120,1,66,2927.0,501.407836,2169.206172
120,1,66,2960.333,495.261232,2172.4550879999997
120,1,66,2993.667,440.6148,2199.789108
120,1,66,3027.0,442.77314,2171.597408
120,1,66,3060.333,467.91438,2152.053176
120,1,66,3093.667,472.810764,2161.4586639999998
120,1,66,3127.0,638.492904,2138.829804
120,1,66,3160.333,696.8850199999999,2106.32192
120,1,66,3193.667,736.3136,2096.4284
120,1,66,3227.0,963.021404,826.581216
120,1,66,3260.333,984.550068,831.5080439999999
120,1,66,3293.667,1022.536852,830.086832
120,1,66,3327.0,1045.649128,824.823576
120,1,66,3360.333,1067.096932,837.7292440000001
120,1,66,3393.667,1078.238196,824.0105920000001
120,1,66,3427.0,1017.4899439999999,814.8430799999999
120,1,66,3460.333,1035.0801040000001,847.858324
120,1,66,3493.667,778.705388,842.730364
120,1,66,3527.0,810.06414,861.2212199999999
120,1,66,3560.333,819.606864,856.296204
120,1,66,3593.667,792.751392,843.173096
120,1,66,3627.0,744.426968,821.6398920000001
120,1,66,3660.333,665.3222519999999,778.0141799999999
120,1,66,3693.667,544.37684,762.197232
120,1,66,3727.0,1434.1018119999999,1784.339788
120,1,66,3760.333,1434.9800759999998,1790.615952
120,1,66,3793.667,1413.452656,1796.71756
120,1,66,3827.0,1363.237352,1822.602584
120,1,66,3860.333,1336.15174,1852.337504
120,1,66,3893.667,1304.713372,1884.64184
120,1,66,3927.0,1380.970572,1905.118044
120,1,66,3960.333,1396.595212,1888.309328
120,1,66,3993.667,1347.5355840000002,1970.599496
120,1,66,4027.0,1362.21976,1963.712084
120,1,66,4060.333,1356.047032,1950.960436
120,1,66,4093.667,1338.2553440000002,1937.892292
120,1,66,4127.0,1310.6584480000001,1951.935896
120,1,66,4160.3330000000005,1279.3059159999998,1945.703824
120,1,66,4193.6669999999995,1308.8335000000002,1940.600628
120,1,66,4227.0,1274.375944,2344.0321599999997
120,1,66,4260.333,1344.064824,2339.207408
120,1,66,4293.667,1384.055692,2285.1784
120,1,66,4327.0,1436.649524,2285.29618
120,1,66,4360.333,1397.388884,2240.019132
120,1,66,4393.667,1394.882224,2258.940036
120,1,66,4427.0,1346.106228,2251.803172
120,1,66,4460.333,1344.758976,2243.202816
120,1,66,4493.667,1378.09942,2236.0121959999997
120,1,66,4527.0,1410.4359559999998,2259.472764
120,1,66,4560.333,1378.599508,2274.82584
120,1,66,4593.667,1423.8624479999999,2285.484024
120,1,66,4627.0,1404.563032,2291.912396
120,1,66,4660.333,1424.346364,2270.661864
120,1,66,4693.667,1721.17596,2052.261504
120,1,66,4727.0,1717.504916,2056.520308
120,1,66,4760.333,1730.600504,2057.834008
120,1,66,4793.667,1705.242808,2050.198844
120,1,66,4827.0,1662.598488,2019.142372
120,1,66,4860.333,1623.663776,2036.959768
120,1,66,4893.667,1582.866796,2003.493336
120,1,66,4927.0,1631.505952,2010.574028
120,1,66,4960.333,1645.290716,2025.486184
120,1,66,4993.667,1422.469168,2059.6629199999998
120,1,66,5027.0,1429.262652,2061.237548
120,1,66,5060.333,1410.662364,2041.416684
120,1,66,5093.667,1385.259884,2055.95134
120,1,66,5127.0,1364.330828,2060.8745440000002
120,1,66,5160.333,1351.501456,2073.770548
120,1,66,5193.667,1378.151668,2058.846916
120,1,66,5227.0,1373.4020759999999,2038.63466
120,1,66,5260.333,1353.454536,2028.032044
120,1,66,5293.667,1328.7648680000002,1983.131288
120,1,66,5327.0,1310.913468,1971.495228
120,1,66,5360.333,1289.241744,1944.776684
120,1,66,5393.667,1309.041248,1920.45904
120,1,66,5427.0,1316.4492679999998,1935.077652
120,1,66,5460.333,1353.3251599999999,1942.509268
120,1,66,5493.667,923.433592,685.1431399999999
120,1,66,5527.0,915.7767719999999,689.3741600000001
120,1,66,5560.333,888.661304,712.185428
120,1,66,5593.667,885.272648,726.8028320000001
120,1,66,5627.0,910.2011640000001,741.095284
120,1,66,5660.333,914.458132,750.5025840000001
120,1,66,5693.667,917.238472,754.5928719999999
120,1,66,5727.0,908.25306,749.4751799999999
120,1,66,5760.333,890.344436,716.694892
120,1,66,5793.667,870.9529640000001,729.3450680000001
120,1,66,5827.0,1276.2954359999999,1919.052324
120,1,66,5860.333,1254.5727080000001,1943.478688
120,1,66,5893.667,1247.633676,1953.252616
120,1,66,5927.0,1239.7914999999998,1956.500928
120,1,66,5960.333,1270.0281639999998,1927.661136
120,1,66,5993.667,1243.649144,1915.06834
120,1,66,6027.0,1235.996056,1919.6376
120,1,66,6060.333,1232.5252959999998,1847.889648
120,1,66,6093.667,1211.904752,1824.402504
120,1,66,6127.0,1205.1784440000001,1788.32498
120,1,66,6160.333,1194.336984,1784.7939959999999
120,1,66,6193.667,1197.067564,1802.31664
120,1,66,6227.0,1189.7938960000001,1818.786512
120,1,66,6260.333,1186.44878,1820.008404
120,1,66,6293.667,1210.338556,1843.961232
120,1,66,6327.0,1195.294864,1843.993848
120,1,66,6360.333,1204.522856,1847.564696
120,1,66,6393.667,1186.1862959999999,1859.664628
120,1,66,6427.0,1177.41112,1854.216548
120,1,66,6460.333,1188.20282,1861.5328
120,1,66,6493.667,1163.6910440000001,1864.772656
120,1,66,6527.0,1152.222608,1872.541908
120,1,66,6560.333,1163.470856,1870.909296
120,1,66,6593.667,1154.713096,1908.85318
120,1,66,6627.0,1191.973384,1896.402324
120,1,66,6660.333,1217.893368,1860.731292
120,1,66,6693.667,1208.721356,1851.40976
120,1,66,6727.0,1201.85572,1863.71022
120,1,66,6760.333,1230.466476,1812.123184
120,1,66,6793.667,1229.007264,1808.542672
120,1,66,6827.0,1239.2279680000001,1823.459056
120,1,66,6860.333,1200.670188,1851.7588719999999
120,1,66,6893.667,1225.5949719999999,1842.521296
120,1,66,6927.0,1278.565736,1838.273968
120,1,66,6960.333,1251.93916,1813.059384
120,1,66,6993.667,1238.1208080000001,1803.861672
120,1,66,7027.0,1413.320792,1840.027984
120,1,66,7060.333,1400.6917039999998,1873.218992
120,1,66,7093.667,1384.6242,1877.748992
120,1,66,7127.0,1379.074716,1876.565152
120,1,66,7160.333,1376.020696,1891.419324
120,1,66,7193.667,1356.446356,1906.69388
120,1,66,7227.0,1313.0369759999999,1916.301104
120,1,66,7260.333,1299.8754560000002,1914.060868
120,1,66,7293.667,1297.8639079999998,1898.924628
120,1,66,7327.0,1292.5943240000001,1906.085048
120,1,66,7360.333,1305.473456,1874.718724
120,1,66,7393.667,1286.014808,1866.442716
120,1,66,7427.0,792.839716,1838.49624
120,1,66,7460.333,781.88754,1844.796564
120,1,66,7493.667,764.205324,1840.899556
120,1,66,7527.0,770.329536,1835.356648
120,1,66,7560.333,770.456424,1852.500584
120,1,66,7593.667,743.7427680000001,1854.069776
120,1,66,7627.0,757.154332,1884.46668
120,1,66,7660.333,749.824684,1893.098444
120,1,66,7693.667,743.97042,1891.1439
120,1,66,7727.0,728.27736,1896.5339960000001
120,1,66,7760.333,727.491152,1889.069764
120,1,66,7793.667,726.234712,1888.586564
120,1,66,7827.0,736.803736,1893.616072
120,1,66,7860.333,768.403824,1903.150212
120,1,66,7893.667,797.8182039999999,1896.913308
120,1,66,7927.0,804.157628,1896.246492
120,1,66,7960.333,812.7574,1878.173
120,1,66,7993.667,823.5752239999999,1851.003268
120,1,66,8027.0,810.819248,1860.162324
120,1,66,8060.333,902.747116,1851.63626
120,1,66,8093.667,919.556044,1856.155388
120,1,66,8127.0,932.341876,1838.409868
120,1,66,8160.333,926.273644,1817.771188
120,1,66,8193.667000000001,948.248904,1791.3933
120,1,66,8227.0,970.877264,1760.891904
120,1,66,8260.332999999999,977.302524,1740.734612
120,1,66,8293.667000000001,998.58612,1742.559296
120,1,66,8327.0,960.846892,1759.531696
120,1,66,8360.333,981.640352,1763.0016759999999
120,1,66,8393.667,1125.2290520000001,649.5929080000001
120,1,66,8427.0,1159.231304,662.235232
120,1,66,8460.333,1177.733316,676.0469
120,1,66,8493.667,1207.869216,681.4804839999999
120,1,66,8527.0,1226.291612,673.4201039999998
120,1,66,8560.333,1232.3673079999999,686.035852
120,1,66,8593.667,1224.1146119999999,681.0202360000001
120,1,66,8627.0,1269.270568,642.4632919999999
120,1,66,8660.333,1285.2273559999999,647.190196
120,1,66,8693.667,1290.21704,627.6918679999999
120,1,66,8727.0,1263.2695119999998,685.2935359999999
120,1,66,8760.333,1244.439084,677.753804
120,1,66,8793.667,1226.02664,695.8846760000001
120,1,66,8827.0,1149.584084,687.412368
120,1,66,8860.333,1024.752416,721.1566399999999
120,1,66,8893.667,1002.538308,730.322944
120,1,66,8927.0,1263.4785040000002,2283.267948
120,1,66,8960.333,1286.85824,2286.27466
120,1,66,8993.667,1290.44096,2286.011316
120,1,66,9027.0,1418.9971639999999,2215.75162
120,1,66,9060.333,1378.5559680000001,2175.424352
120,1,66,9093.667,1390.094068,2169.7594360000003
120,1,66,9127.0,1392.104372,2166.7261479999997
120,1,66,9160.333,1407.9803000000002,2169.9919760000002
120,1,66,9193.667,1391.3542400000001,2192.2064920000003
120,1,66,9227.0,1174.051076,783.2466320000001
120,1,66,9260.333,1194.048376,820.9615999999999
120,1,66,9293.667,1210.14076,803.1478279999999
120,1,66,9327.0,1214.610452,773.5989400000001
120,1,66,9360.333,1190.81522,782.41734
120,1,66,9393.667,1166.013592,795.5772919999999
120,1,66,9427.0,1141.0452679999999,791.7630320000001
120,1,66,9460.333,1111.7689719999998,796.99488
120,1,66,9493.667,1069.1880959999999,769.184908
120,1,66,9527.0,1053.694076,756.4133279999999
120,1,66,9560.333,1069.775264,681.4859199999999
120,1,66,9593.667,1075.786272,674.0331639999999
120,1,66,9627.0,1094.8455960000001,694.5782240000001
120,1,66,9660.333,1110.120672,695.199136
120,1,66,9693.667,1072.356564,778.591604
120,1,66,9727.0,1040.730352,788.536464
120,1,66,9760.333,805.432728,1837.634936
120,1,66,9793.667,762.508508,1840.423
120,1,66,9827.0,749.0645999999999,1833.59176
120,1,66,9860.333,719.004584,1838.292692
120,1,66,9893.667,666.154488,1838.394164
120,1,66,9927.0,632.80036,1856.636776
120,1,66,9960.333,602.777664,1848.808332
120,1,66,9993.667,580.002512,1832.505164
120,1,66,10027.0,576.931076,1817.502408
120,1,66,10060.333,563.152532,1850.09002
120,1,66,10093.667,570.085344,1851.580088
120,1,66,10127.0,579.796008,1859.713552
120,1,66,10160.333,618.632444,1858.75138
120,1,66,10193.667,625.041532,1850.142568
120,1,66,10227.0,637.967936,1828.640772
120,1,66,10260.333,630.7067079999999,1841.103104
120,1,66,10293.667,631.528992,1838.246788
120,1,66,10327.0,637.949276,1866.736864
120,1,66,10360.333,683.433648,1865.267936
120,1,66,10393.667,737.276456,1868.165324
120,1,66,10427.0,764.064752,1835.97454
120,1,66,10460.333,791.185196,1814.713136
120,1,66,10493.667,771.625784,1792.34762
120,1,66,10527.0,778.069704,1731.744676
120,1,66,10560.333,727.229912,1735.24546
120,1,66,10593.667,704.650068,1745.28092
120,1,66,10627.0,837.629936,1786.279836
120,1,66,10660.333,831.990884,1817.746424
120,1,66,10693.667,842.568616,1833.44982
120,1,66,10727.0,947.8321639999999,1777.634784
120,1,66,10760.333,973.2955999999999,1771.670284
120,1,66,10793.667,968.745048,1802.63374
120,1,66,10827.0,998.5488,1794.572756
120,1,66,10860.333,1022.66374,1791.960456
120,1,66,10893.667,1051.5643479999999,1795.900348
120,1,66,10927.0,1076.766544,1809.950596
120,1,66,10960.333,1126.2155440000001,1823.978496
120,1,66,10993.667,1161.566292,1843.151268
120,1,66,11027.0,1182.77898,1790.371332
120,1,66,11060.333,1263.5456800000002,1808.557772
120,1,66,11093.667,1339.917328,1798.063272
120,1,66,11127.0,1309.440572,1747.727724
120,1,66,11160.333,1329.455288,1719.763128
120,1,66,11193.667,1367.841396,1758.335776
120,1,66,11227.0,1744.145176,2280.033528
120,1,66,11260.333,1800.753396,2287.716408
120,1,66,11293.667,1781.52862,2257.949476
120,1,66,11327.0,1789.725336,2220.3172560000003
120,1,66,11360.333,1772.935068,2206.319556
120,1,66,11393.667,1771.7507799999998,2214.92716
120,1,66,11427.0,1728.172216,2212.412104
120,1,66,11460.333,1703.217576,2266.809552
120,1,66,11493.667,1734.428292,2266.746736
120,1,66,11527.0,1231.7540159999999,705.934632
120,1,66,11560.333,1197.8637239999998,703.3954160000001
120,1,66,11593.667,1173.33702,742.4518679999999
120,1,66,11627.0,1165.3206839999998,721.24422
120,1,66,11660.333,1163.1100959999999,731.7061040000001
120,1,66,11693.667,1177.229496,660.4630960000002
120,1,66,11727.0,1173.9876319999998,674.5761600000001
120,1,66,11760.333,1162.45824,658.5985479999999
120,1,66,11793.667,1106.5566119999999,621.1384679999999
120,1,66,11827.0,1121.9946519999999,609.7500480000001
120,1,66,11860.333,1120.868832,596.8292799999999
120,1,66,11893.667,1118.452984,609.5682439999998
120,1,66,11927.0,860.204804,644.8792919999999
120,1,66,11960.333,866.761928,624.446576
120,1,52,-50.333,1660.76732,1719.597028
120,1,52,-17.0,1659.615376,1713.4265639999999
120,1,52,16.333,1634.540068,1745.76412
120,1,52,49.667,1634.373372,1772.93808
120,1,52,83.0,1638.758472,1765.78672
120,1,52,116.333,1626.129384,1767.76784
120,1,52,149.667,1599.00894,1757.132004
120,1,52,183.0,1583.49004,1777.762832
120,1,52,216.333,1562.811028,1769.595544
120,1,52,249.667,1540.844476,1770.001432
120,1,52,283.0,1537.471992,1769.079124
120,1,52,316.33299999999997,1505.7848239999998,1776.325312
120,1,52,349.66700000000003,1499.0124879999998,1777.615456
120,1,52,383.0,1600.50796,1771.555524
120,1,52,416.333,1479.843692,1758.880584
120,1,52,449.667,1623.635164,1667.297272
120,1,52,483.0,1609.989728,1670.5510199999999
120,1,52,516.3330000000001,1359.604872,1723.147944
120,1,52,549.6669999999999,1331.427028,1743.461672
120,1,52,583.0,1307.16032,1751.990756
120,1,52,616.3330000000001,1271.032072,1772.624604
120,1,52,649.667,1267.287632,1796.154632
120,1,52,683.0,1324.3685719999999,1816.578892
120,1,52,716.333,1320.7547519999998,1818.06896
120,1,52,749.667,1309.41196,1824.186876
120,1,52,783.0,1294.538696,1811.560256
120,1,52,816.333,1296.6111999999998,1808.570456
120,1,52,849.667,1110.61454,1764.33108
120,1,52,883.0,1099.521792,1750.781548
120,1,52,916.333,1103.860864,1750.149764
120,1,52,949.667,1100.026856,1756.311168
