systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536148301239,111,1,9,0,t,qwertyuiopåasdfghjklöäzxcvbnm,t,567.0703,1765.0
1536148301813,111,1,9,574,u,qwertyuiopåasdfghjklöäzxcvbnm,tu,868.3594,1753.75
1536148302462,111,1,9,1223,k,qwertyuiopåasdfghjklöäzxcvbnm,tuk,1030.4297,1991.875
1536148303436,111,1,9,2197,B,qwertyuiopåasdfghjklöäzxcvbnm,tu,1221.3281,2225.0
1536148303716,111,1,9,2477,l,qwertyuiopåasdfghjklöäzxcvbnm,tul,1068.3984,2016.25
1536148304138,111,1,9,2899,e,qwertyuiopåasdfghjklöäzxcvbnm,tule,291.79688,1735.0
1536148304616,111,1,9,3377,t,qwertyuiopåasdfghjklöäzxcvbnm,tulet,598.0078,1791.25
1536148304912,111,1,9,3673,k,qwertyuiopåasdfghjklöäzxcvbnm,tuletk,1041.3281,2016.875
1536148305150,111,1,9,3911,o,qwertyuiopåasdfghjklöäzxcvbnm,tuletko,1120.4297,1828.125
1536148305594,111,1,9,4355, ,qwertyuiopåasdfghjklöäzxcvbnm,tuletko ,731.25,2435.0
1536148305855,111,1,9,4616,k,qwertyuiopåasdfghjklöäzxcvbnm,tuletko k,944.2969,2000.0
1536148306370,111,1,9,5131,a,qwertyuiopåasdfghjklöäzxcvbnm,tuletko ka,34.804688,1986.875
1536148306806,111,1,9,5567,n,qwertyuiopåasdfghjklöäzxcvbnm,tuletko kan,961.1719,2228.125
1536148307287,111,1,9,6048,s,qwertyuiopåasdfghjklöäzxcvbnm,tuletko kans,213.75,1983.125
1536148307714,111,1,9,6475,a,qwertyuiopåasdfghjklöäzxcvbnm,tuletko kansa,80.859375,1956.875
1536148308661,111,1,9,7422,B,qwertyuiopåasdfghjklöäzxcvbnm,tuletko kans,1297.2656,2226.25
1536148309170,111,1,9,7931,a,qwertyuiopåasdfghjklöäzxcvbnm,tuletko kansa,32.695312,1973.75
