systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536820438261,133,1,61,0,v,qwertyuiopåasdfghjklöäzxcvbnm,v,724.21875,2283.125
1536820438852,133,1,61,591,o,qwertyuiopåasdfghjklöäzxcvbnm,vo,1125.3516,1791.875
1536820439040,133,1,61,779,i,qwertyuiopåasdfghjklöäzxcvbnm,voi,985.4297,1785.0
1536820439218,133,1,61,957,m,qwertyuiopåasdfghjklöäzxcvbnm,voim,1064.1797,2128.75
1536820439419,133,1,61,1158,o,qwertyuiopåasdfghjklöäzxcvbnm,voimo,1122.1875,1825.0
1536820439927,133,1,61,1666,B,qwertyuiopåasdfghjklöäzxcvbnm,voim,1318.3594,2276.25
1536820440105,133,1,61,1844,B,qwertyuiopåasdfghjklöäzxcvbnm,voi,1310.2734,2223.75
1536820440811,133,1,61,2550,k,qwertyuiopåasdfghjklöäzxcvbnm,voik,960.1172,2005.0
1536820441035,133,1,61,2774,o,qwertyuiopåasdfghjklöäzxcvbnm,voiko,1059.2578,1758.75
1536820441343,133,1,61,3082, ,qwertyuiopåasdfghjklöäzxcvbnm,voiko ,806.1328,2356.875
1536820441858,133,1,61,3597,s,qwertyuiopåasdfghjklöäzxcvbnm,voiko s,239.76562,1973.125
1536820442540,133,1,61,4279,i,qwertyuiopåasdfghjklöäzxcvbnm,voiko si,988.2422,1806.25
1536820442867,133,1,61,4606,t,qwertyuiopåasdfghjklöäzxcvbnm,voiko sit,609.96094,1853.125
1536820443199,133,1,61,4938,ö,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitö,1286.3672,2030.0
1536820443917,133,1,61,5656,B,qwertyuiopåasdfghjklöäzxcvbnm,voiko sit,1316.25,2293.75
1536820444233,133,1,61,5972,ä,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä,1367.5781,2013.125
1536820444553,133,1,61,6292, ,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä ,826.1719,2433.125
1536820445039,133,1,61,6778,e,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä e,333.98438,1783.125
1536820446094,133,1,61,7833,n,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä en,967.14844,2258.125
1536820446448,133,1,61,8187,ä,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enä,1351.4062,2021.25
1536820446625,133,1,61,8364,ä,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää,1347.5391,2021.25
1536820446921,133,1,61,8660, ,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää ,848.3203,2490.0
1536820447288,133,1,61,9027,k,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää k,981.21094,2041.875
1536820447477,133,1,61,9216,o,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää ko,1071.2109,1813.125
1536820447940,133,1,61,9679,r,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää kor,454.92188,1855.0
1536820448533,133,1,61,10272,b,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää korb,842.34375,2103.75
1536820449435,133,1,61,11174,B,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää kor,1303.2422,2241.25
1536820449989,133,1,61,11728,j,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää korj,858.16406,2016.25
1536820450555,133,1,61,12294,a,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää korja,106.875,1968.125
1536820451092,133,1,61,12831,t,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää korjat,616.9922,1770.0
1536820451448,133,1,61,13187,a,qwertyuiopåasdfghjklöäzxcvbnm,voiko sitä enää korjata,87.890625,1983.125
