systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536143255512,110,1,13,0,ä,qwertyuiopåasdfghjklöäzxcvbnm,ä,1413.6328,2038.75
1536143255785,110,1,13,273,l,qwertyuiopåasdfghjklöäzxcvbnm,äl,1072.2656,2026.25
1536143256037,110,1,13,525,ä,qwertyuiopåasdfghjklöäzxcvbnm,älä,1378.4766,1990.0
1536143256587,110,1,13,1075, ,qwertyuiopåasdfghjklöäzxcvbnm,älä ,709.10156,2386.25
1536143257027,110,1,13,1515,t,qwertyuiopåasdfghjklöäzxcvbnm,älä t,639.1406,1813.125
1536143257280,110,1,13,1768,e,qwertyuiopåasdfghjklöäzxcvbnm,älä te,374.0625,1758.125
1536143257416,110,1,13,1904,e,qwertyuiopåasdfghjklöäzxcvbnm,älä tee,343.125,1740.0
1536143257751,110,1,13,2239, ,qwertyuiopåasdfghjklöäzxcvbnm,älä tee ,847.2656,2351.875
1536143258140,110,1,13,2628,s,qwertyuiopåasdfghjklöäzxcvbnm,älä tee s,236.95312,1996.25
1536143258582,110,1,13,3070,i,qwertyuiopåasdfghjklöäzxcvbnm,älä tee si,934.10156,1763.125
1536143258732,110,1,13,3220,u,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siu,916.1719,1783.125
1536143258950,110,1,13,3438,t,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siut,583.2422,1781.25
1536143259260,110,1,13,3748,ä,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siutä,1400.625,1948.75
1536143259662,110,1,13,4150,B,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siut,1349.2969,2230.0
1536143259811,110,1,13,4299,B,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siu,1339.4531,2205.0
1536143259960,110,1,13,4448,B,qwertyuiopåasdfghjklöäzxcvbnm,älä tee si,1316.25,2188.75
1536143260564,110,1,13,5052,i,qwertyuiopåasdfghjklöäzxcvbnm,älä tee sii,1004.41406,1801.25
1536143260803,110,1,13,5291,t,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siit,632.1094,1770.0
1536143261153,110,1,13,5641,ä,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä,1367.5781,1948.75
1536143261521,110,1,13,6009, ,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ,775.1953,2373.75
1536143262050,110,1,13,6538,o,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä o,1108.4766,1733.125
1536143262315,110,1,13,6803,n,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä on,1037.4609,2218.75
1536143262721,110,1,13,7209,g,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ong,613.125,1996.875
1536143262997,110,1,13,7485,e,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä onge,299.8828,1826.875
1536143263579,110,1,13,8067,ö,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ongeö,1215.3516,1971.875
1536143264100,110,1,13,8588,B,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä onge,1367.5781,2203.125
1536143264296,110,1,13,8784,l,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ongel,1168.2422,2021.25
1536143264479,110,1,13,8967,m,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ongelm,1169.2969,2268.75
1536143265029,110,1,13,9517,a,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ongelma,105.82031,1983.75
1536143265168,110,1,13,9656,a,qwertyuiopåasdfghjklöäzxcvbnm,älä tee siitä ongelmaa,100.89844000000001,1956.875
1536143273945,110,1,62,0,t,qwertyuiopåasdfghjklöäzxcvbnm,t,628.9453,1718.75
1536143274362,110,1,62,417,a,qwertyuiopåasdfghjklöäzxcvbnm,ta,117.77344,1976.25
1536143274649,110,1,62,704,r,qwertyuiopåasdfghjklöäzxcvbnm,tar,436.9922,1776.875
1536143275141,110,1,62,1196,k,qwertyuiopåasdfghjklöäzxcvbnm,tark,997.3828,2016.875
1536143275348,110,1,62,1403,o,qwertyuiopåasdfghjklöäzxcvbnm,tarko,1108.4766,1811.25
1536143275520,110,1,62,1575,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoi,1001.25,1743.125
1536143275820,110,1,62,1875,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoit,641.25,1750.0
1536143276152,110,1,62,2207,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoiti,964.33594,1728.125
1536143276440,110,1,62,2495,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoitit,590.97656,1753.125
1536143276831,110,1,62,2886,k,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititk,967.14844,1996.875
1536143277026,110,1,62,3081,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko,1096.1719,1781.25
1536143277438,110,1,62,3493, ,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ,818.08594,2358.125
1536143277852,110,1,62,3907,y,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko y,740.03906,1776.875
1536143278231,110,1,62,4286,l,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yl,1156.2891,1988.75
1536143278460,110,1,62,4515,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yli,973.125,1770.0
1536143278701,110,1,62,4756,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylio,1135.1953,1785.0
1536143278931,110,1,62,4986,å,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioå,1310.2734,1721.875
1536143279172,110,1,62,5227,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåi,1029.375,1773.75
1536143279569,110,1,62,5624,s,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåis,246.79688,1966.875
1536143279932,110,1,62,5987,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåist,608.2031,1773.75
1536143280331,110,1,62,6386,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåisto,1095.4688,1816.875
1536143281157,110,1,62,7212,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåist,1336.2891,2191.875
1536143281326,110,1,62,7381,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåis,1320.4688,2208.75
1536143281486,110,1,62,7541,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioåi,1310.2734,2208.125
1536143281658,110,1,62,7713,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylioå,1311.3281,2195.0
1536143282771,110,1,62,8826,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylio,1319.4141,2150.0
1536143282906,110,1,62,8961,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yli,1312.3828,2183.75
1536143283688,110,1,62,9743,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylio,1130.2734,1806.25
1536143283937,110,1,62,9992,p,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliop,1268.4375,1821.25
1536143284201,110,1,62,10256,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopi,1026.2109,1793.75
1536143284652,110,1,62,10707,s,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopis,255.9375,1960.0
1536143285063,110,1,62,11118,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopist,594.1406,1798.125
1536143285474,110,1,62,11529,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopisti,1027.2656,1806.25
1536143286380,110,1,62,12435,B,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopist,1330.3125,2213.75
1536143286735,110,1,62,12790,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopisto,1152.4219,1783.125
1536143287229,110,1,62,13284,a,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopistoa,97.734375,1953.125
1536143294594,110,1,67,0,n,qwertyuiopåasdfghjklöäzxcvbnm,n,984.375,2183.75
1536143294947,110,1,67,353,ä,qwertyuiopåasdfghjklöäzxcvbnm,nä,1417.5,1956.875
1536143295498,110,1,67,904,h,qwertyuiopåasdfghjklöäzxcvbnm,näh,720.0,1971.25
1536143295809,110,1,67,1215,d,qwertyuiopåasdfghjklöäzxcvbnm,nähd,326.95312,2038.125
1536143296289,110,1,67,1695,ä,qwertyuiopåasdfghjklöäzxcvbnm,nähdä,1385.5078,2003.75
1536143296449,110,1,67,1855,ä,qwertyuiopåasdfghjklöäzxcvbnm,nähdää,1374.6094,1988.75
1536143296795,110,1,67,2201,n,qwertyuiopåasdfghjklöäzxcvbnm,nähdään,986.1328,2208.75
1536143297260,110,1,67,2666, ,qwertyuiopåasdfghjklöäzxcvbnm,nähdään ,766.0547,2438.75
1536143297986,110,1,67,3392,s,qwertyuiopåasdfghjklöäzxcvbnm,nähdään s,227.8125,2020.0
1536143298382,110,1,67,3788,i,qwertyuiopåasdfghjklöäzxcvbnm,nähdään si,926.3672,1773.75
1536143298726,110,1,67,4132,e,qwertyuiopåasdfghjklöäzxcvbnm,nähdään sie,349.10156,1781.25
1536143299186,110,1,67,4592,l,qwertyuiopåasdfghjklöäzxcvbnm,nähdään siel,1090.1953,1990.0
1536143299347,110,1,67,4753,l,qwertyuiopåasdfghjklöäzxcvbnm,nähdään siell,1112.3438,1976.875
1536143299577,110,1,67,4983,ä,qwertyuiopåasdfghjklöäzxcvbnm,nähdään siellä,1418.5547,1938.75
