systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536153955791,112,1,52,0,p,qwertyuiopåasdfghjklöäzxcvbnm,p,1262.4609,1786.875
1536153956156,112,1,52,365,i,qwertyuiopåasdfghjklöäzxcvbnm,pi,997.3828,1756.875
1536153956512,112,1,52,721,t,qwertyuiopåasdfghjklöäzxcvbnm,pit,577.96875,1776.25
1536153957178,112,1,52,1387,ä,qwertyuiopåasdfghjklöäzxcvbnm,pitä,1407.3047,2016.25
1536153957304,112,1,52,1513,ä,qwertyuiopåasdfghjklöäzxcvbnm,pitää,1398.5156,1983.75
1536153957751,112,1,52,1960,k,qwertyuiopåasdfghjklöäzxcvbnm,pitääk,981.21094,1968.75
1536153957929,112,1,52,2138,ö,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö,1289.5312,1990.0
1536153958154,112,1,52,2363, ,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö ,682.03125,2438.75
1536153958368,112,1,52,2577,m,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö m,1152.4219,2223.75
1536153958818,112,1,52,3027,e,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö me,320.97656,1758.125
1536153959205,112,1,52,3414,i,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö mei,1022.34375,1753.125
1536153959560,112,1,52,3769,d,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meid,354.02344,1963.75
1536153959996,112,1,52,4205,ä,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidä,1411.5234,2016.25
1536153960293,112,1,52,4502,n,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän,1004.41406,2205.0
1536153960470,112,1,52,4679, ,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän ,737.22656,2436.25
1536153960671,112,1,52,4880,j,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän j,846.21094,2028.75
1536153960873,112,1,52,5082,u,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän ju,870.1172,1730.0
1536153961086,112,1,52,5295,t,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän jut,639.1406,1731.875
1536153961299,112,1,52,5508,e,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän jute,364.92188,1753.125
1536153961642,112,1,52,5851,l,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän jutel,1157.3438,1976.875
1536153961796,112,1,52,6005,l,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän jutell,1093.3594,2006.875
1536153962248,112,1,52,6457,a,qwertyuiopåasdfghjklöäzxcvbnm,pitääkö meidän jutella,67.85155999999999,2001.25
1536153969451,112,1,28,0,p,qwertyuiopåasdfghjklöäzxcvbnm,p,1261.4062,1793.75
1536153969780,112,1,28,329,u,qwertyuiopåasdfghjklöäzxcvbnm,pu,869.0625,1743.125
1536153969969,112,1,28,518,h,qwertyuiopåasdfghjklöäzxcvbnm,puh,713.3203,1951.875
1536153970158,112,1,28,707,u,qwertyuiopåasdfghjklöäzxcvbnm,puhu,823.3594,1756.875
1536153970407,112,1,28,956,t,qwertyuiopåasdfghjklöäzxcvbnm,puhut,605.03906,1771.875
1536153970727,112,1,28,1276,a,qwertyuiopåasdfghjklöäzxcvbnm,puhuta,79.80469000000001,2016.25
1536153970892,112,1,28,1441,a,qwertyuiopåasdfghjklöäzxcvbnm,puhutaa,32.695312,1998.75
1536153971433,112,1,28,1982,n,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan,998.4375,2208.75
1536153971646,112,1,28,2195, ,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan ,720.0,2456.875
1536153971860,112,1,28,2409,m,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan m,1126.4062,2248.125
1536153972299,112,1,28,2848,a,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan ma,64.6875,2018.125
1536153972442,112,1,28,2991,a,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maa,68.90625,2005.0
1536153972904,112,1,28,3453,n,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maan,1000.1953,2246.25
1536153973236,112,1,28,3785,t,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maant,577.96875,1685.625
1536153974377,112,1,28,4926,B,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maan,1411.5234,2203.125
1536153974970,112,1,28,5519,a,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maana,90.0,1991.875
1536153975451,112,1,28,6000,n,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maanan,982.2656,2260.0
1536153975771,112,1,28,6320,t,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maanant,573.0469,1753.75
1536153975984,112,1,28,6533,a,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maananta,117.77344,2023.125
1536153976292,112,1,28,6841,i,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maanantai,994.21875,1733.125
1536153976470,112,1,28,7019,n,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maanantain,951.3281,2266.25
1536153976765,112,1,28,7314,a,qwertyuiopåasdfghjklöäzxcvbnm,puhutaan maanantaina,42.890625,2056.25
1536153984030,112,1,42,0,m,qwertyuiopåasdfghjklöäzxcvbnm,m,1116.2109,2290.0
1536153984251,112,1,42,221,i,qwertyuiopåasdfghjklöäzxcvbnm,mi,996.3281,1778.75
1536153984536,112,1,42,506,t,qwertyuiopåasdfghjklöäzxcvbnm,mit,570.9375,1775.0
1536153984844,112,1,42,814,ä,qwertyuiopåasdfghjklöäzxcvbnm,mitä,1413.6328,2016.25
1536153985188,112,1,42,1158,b,qwertyuiopåasdfghjklöäzxcvbnm,mitäb,806.1328,2320.0
1536153986277,112,1,42,2247,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä,1392.5391,2211.25
1536153986524,112,1,42,2494, ,qwertyuiopåasdfghjklöäzxcvbnm,mitä ,849.375,2453.75
1536153986921,112,1,42,2891,e,qwertyuiopåasdfghjklöäzxcvbnm,mitä e,337.14844,1745.0
1536153987075,112,1,42,3045,r,qwertyuiopåasdfghjklöäzxcvbnm,mitä er,505.89844000000005,1738.75
1536153987600,112,1,42,3570,o,qwertyuiopåasdfghjklöäzxcvbnm,mitä ero,1120.4297,1745.0
1536153987920,112,1,42,3890,a,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa,80.859375,1940.0
1536153988146,112,1,42,4116, ,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa ,751.9922,2498.75
1536153988564,112,1,42,4534,m,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa m,1073.3203,2203.75
1536153988848,112,1,42,4818,ä,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mä,1412.5781,2038.125
1536153989236,112,1,42,5206,i,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäi,977.34375,1766.875
1536153989556,112,1,42,5526,l,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäil,1095.4688,2071.875
1536153989698,112,1,42,5668,l,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäill,1117.2656,2041.25
1536153989982,112,1,42,5952,ä,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäillä,1410.4688,2060.0
1536153990464,112,1,42,6434,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäill,1318.3594,2216.875
1536153990760,112,1,42,6730,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäil,1351.4062,2238.75
1536153990890,112,1,42,6860,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mäi,1360.5469,2233.75
1536153991044,112,1,42,7014,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa mä,1369.3359,2243.75
1536153991174,112,1,42,7144,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa m,1391.4844,2233.75
1536153991304,112,1,42,7274,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa ,1389.375,2221.875
1536153991920,112,1,42,7890,n,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa n,965.3906,2251.875
1536153992143,112,1,42,8113,B,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa ,1417.5,2108.125
1536153992392,112,1,42,8362,i,qwertyuiopåasdfghjklöäzxcvbnm,mitä eroa i,938.3203,1761.875
