systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536663441737,125,1,62,0,t,qwertyuiopåasdfghjklöäzxcvbnm,t,616.9922,1723.125
1536663442111,125,1,62,374,a,qwertyuiopåasdfghjklöäzxcvbnm,ta,60.820312,2023.75
1536663442574,125,1,62,837,r,qwertyuiopåasdfghjklöäzxcvbnm,tar,500.97655999999995,1753.125
1536663443301,125,1,62,1564,k,qwertyuiopåasdfghjklöäzxcvbnm,tark,978.39844,2033.125
1536663443549,125,1,62,1812,o,qwertyuiopåasdfghjklöäzxcvbnm,tarko,1121.4844,1751.25
1536663443767,125,1,62,2030,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoi,975.2344,1756.875
1536663444155,125,1,62,2418,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoit,595.1953,1783.125
1536663444547,125,1,62,2810,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoiti,995.27344,1743.125
1536663444891,125,1,62,3154,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoitit,625.0781,1751.875
1536663445392,125,1,62,3655,k,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititk,993.16406,1993.125
1536663445576,125,1,62,3839,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko,1116.2109,1758.125
1536663446210,125,1,62,4473, ,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ,743.2031,2436.875
1536663446620,125,1,62,4883,y,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko y,730.1953,1738.125
1536663447042,125,1,62,5305,l,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yl,1128.1641,2003.75
1536663447248,125,1,62,5511,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yli,985.4297,1760.0
1536663447477,125,1,62,5740,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko ylio,1122.1875,1773.125
1536663447672,125,1,62,5935,p,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliop,1276.5234,1771.25
1536663447936,125,1,62,6199,i,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopi,1015.3125,1758.125
1536663448411,125,1,62,6674,s,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopis,220.78125,1961.25
1536663448778,125,1,62,7041,t,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopist,602.22656,1770.0
1536663449225,125,1,62,7488,o,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopisto,1127.4609,1763.125
1536663449998,125,1,62,8261,a,qwertyuiopåasdfghjklöäzxcvbnm,tarkoititko yliopistoa,93.86719000000001,2006.875
1536663458694,125,1,16,0,o,qwertyuiopåasdfghjklöäzxcvbnm,o,1124.2969,1743.75
1536663458920,125,1,16,226,l,qwertyuiopåasdfghjklöäzxcvbnm,ol,1104.2578,2011.875
1536663459487,125,1,16,793,e,qwertyuiopåasdfghjklöäzxcvbnm,ole,362.10938,1756.875
1536663459993,125,1,16,1299,n,qwertyuiopåasdfghjklöäzxcvbnm,olen,994.21875,2248.125
1536663460210,125,1,16,1516,n,qwertyuiopåasdfghjklöäzxcvbnm,olenn,988.2422,2216.875
1536663460509,125,1,16,1815, ,qwertyuiopåasdfghjklöäzxcvbnm,olenn ,788.2031,2445.0
1536663461249,125,1,16,2555,l,qwertyuiopåasdfghjklöäzxcvbnm,olenn l,1173.5156,1986.875
1536663461602,125,1,16,2908,ä,qwertyuiopåasdfghjklöäzxcvbnm,olenn lä,1408.3594,2001.25
1536663462038,125,1,16,3344,h,qwertyuiopåasdfghjklöäzxcvbnm,olenn läh,719.2969,1983.75
1536663462429,125,1,16,3735,e,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähe,346.9922,1758.125
1536663462715,125,1,16,4021,s,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes,225.0,1971.875
1536663463118,125,1,16,4424, ,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes ,759.02344,2418.125
1536663463685,125,1,16,4991,d,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes d,294.96094,2018.125
1536663464098,125,1,16,5404,a,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes da,54.84375,2033.125
1536663464638,125,1,16,5944,n,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes dan,986.1328,2226.25
1536663465086,125,1,16,6392,a,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes dana,98.78905999999999,2026.875
1536663465478,125,1,16,6784,t,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes danat,587.1094,1831.25
1536663465937,125,1,16,7243,o,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes danato,1143.2812,1801.875
1536663466258,125,1,16,7564,n,qwertyuiopåasdfghjklöäzxcvbnm,olenn lähes danaton,1027.2656,2228.125
