systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536307007495,116,1,8,0,t,qwertyuiopåasdfghjklöäzxcvbnm,t,583.9453,1800.0
1536307007952,116,1,8,457,ä,qwertyuiopåasdfghjklöäzxcvbnm,tä,1339.4531,1908.75
1536307008355,116,1,8,860,m,qwertyuiopåasdfghjklöäzxcvbnm,täm,1149.2578,2231.25
1536307008615,116,1,8,1120,ä,qwertyuiopåasdfghjklöäzxcvbnm,tämä,1351.4062,2003.125
1536307009000,116,1,8,1505, ,qwertyuiopåasdfghjklöäzxcvbnm,tämä ,757.2656,2423.75
1536307009464,116,1,8,1969,o,qwertyuiopåasdfghjklöäzxcvbnm,tämä o,1110.2344,1823.75
1536307010080,116,1,8,2585,n,qwertyuiopåasdfghjklöäzxcvbnm,tämä on,973.125,2208.125
1536307011569,116,1,8,4074, ,qwertyuiopåasdfghjklöäzxcvbnm,tämä on ,683.08594,2423.125
1536307012164,116,1,8,4669,a,qwertyuiopåasdfghjklöäzxcvbnm,tämä on a,42.890625,2050.0
1536307012434,116,1,8,4939,r,qwertyuiopåasdfghjklöäzxcvbnm,tämä on ar,409.92188,1793.125
1536307012719,116,1,8,5224,k,qwertyuiopåasdfghjklöäzxcvbnm,tämä on ark,979.10156,2006.25
1536307013015,116,1,8,5520,a,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arka,103.71094000000001,2031.875
1536307014107,116,1,8,6612,l,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkal,1133.4375,2016.25
1536307014330,116,1,8,6835,u,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkalu,858.16406,1736.875
1536307014543,116,1,8,7048,o,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluo,1161.2109,1730.0
1536307014851,116,1,8,7356,n,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluon,994.21875,2250.0
1536307015183,116,1,8,7688,t,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluont,551.9531,1768.125
1536307015468,116,1,8,7973,o,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluonto,1123.2422,1821.875
1536307015658,116,1,8,8163,i,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoi,924.2578,1796.25
1536307016181,116,1,8,8686,s,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontois,151.875,1988.125
1536307016478,116,1,8,8983,t,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoist,544.9219,1780.0
1536307016727,116,1,8,9232,a,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoista,90.0,2063.125
1536307023265,116,1,12,0,m,qwertyuiopåasdfghjklöäzxcvbnm,m,1120.4297,2213.75
1536307023509,116,1,12,244,i,qwertyuiopåasdfghjklöäzxcvbnm,mi,978.39844,1760.0
1536307023782,116,1,12,517,n,qwertyuiopåasdfghjklöäzxcvbnm,min,971.3672,2243.125
1536307023983,116,1,12,718,k,qwertyuiopåasdfghjklöäzxcvbnm,mink,991.40625,1983.75
1536307024197,116,1,12,932,ä,qwertyuiopåasdfghjklöäzxcvbnm,minkä,1315.5469,1995.0
1536307024576,116,1,12,1311, ,qwertyuiopåasdfghjklöäzxcvbnm,minkä ,751.9922,2441.25
1536307024849,116,1,12,1584,n,qwertyuiopåasdfghjklöäzxcvbnm,minkä n,981.21094,2248.125
1536307025050,116,1,12,1785,i,qwertyuiopåasdfghjklöäzxcvbnm,minkä ni,1015.3125,1798.125
1536307025205,116,1,12,1940,i,qwertyuiopåasdfghjklöäzxcvbnm,minkä nii,1012.14844,1776.25
1536307025625,116,1,12,2360,s,qwertyuiopåasdfghjklöäzxcvbnm,minkä niis,155.03906,2046.875
1536307025921,116,1,12,2656,r,qwertyuiopåasdfghjklöäzxcvbnm,minkä niisr,522.0703,1781.25
1536307026506,116,1,12,3241,B,qwertyuiopåasdfghjklöäzxcvbnm,minkä niis,1288.4766,2216.875
1536307026779,116,1,12,3514,t,qwertyuiopåasdfghjklöäzxcvbnm,minkä niist,589.9219,1810.0
1536307027199,116,1,12,3934,ä,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä,1405.5469,2011.25
1536307027632,116,1,12,4367, ,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä ,821.25,2423.125
1536307028442,116,1,12,5177,v,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä v,704.1797,2183.75
1536307028746,116,1,12,5481,a,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä va,27.773438,2031.875
1536307029189,116,1,12,5924,l,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä val,1098.2812,1996.25
1536307029379,116,1,12,6114,i,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä vali,983.3203,1801.875
1536307029758,116,1,12,6493,t,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä valit,576.91406,1713.75
1536307030243,116,1,12,6978,s,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä valits,185.97656,2023.75
1536307030611,116,1,12,7346,i,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä valitsi,976.28906,1803.125
1536307030992,116,1,12,7727,t,qwertyuiopåasdfghjklöäzxcvbnm,minkä niistä valitsit,557.9297,1778.125
1536307037993,116,1,25,0,h,qwertyuiopåasdfghjklöäzxcvbnm,h,684.1406,1948.75
1536307038477,116,1,25,484,a,qwertyuiopåasdfghjklöäzxcvbnm,ha,64.6875,2020.0
1536307039060,116,1,25,1067,l,qwertyuiopåasdfghjklöäzxcvbnm,hal,1147.5,1960.0
1536307039342,116,1,25,1349,u,qwertyuiopåasdfghjklöäzxcvbnm,halu,842.34375,1778.125
1536307039751,116,1,25,1758,s,qwertyuiopåasdfghjklöäzxcvbnm,halus,214.80469,1993.75
1536307040152,116,1,25,2159,i,qwertyuiopåasdfghjklöäzxcvbnm,halusi,990.35156,1776.875
1536307040401,116,1,25,2408,n,qwertyuiopåasdfghjklöäzxcvbnm,halusin,961.1719,2278.75
1536307040626,116,1,25,2633, ,qwertyuiopåasdfghjklöäzxcvbnm,halusin ,769.21875,2451.875
1536307040851,116,1,25,2858,v,qwertyuiopåasdfghjklöäzxcvbnm,halusin v,730.1953,2228.75
1536307041100,116,1,25,3107,a,qwertyuiopåasdfghjklöäzxcvbnm,halusin va,45.703125,2005.0
1536307041514,116,1,25,3521,i,qwertyuiopåasdfghjklöäzxcvbnm,halusin vai,983.3203,1821.25
1536307041728,116,1,25,3735,n,qwertyuiopåasdfghjklöäzxcvbnm,halusin vain,956.25,2253.75
1536307041965,116,1,25,3972, ,qwertyuiopåasdfghjklöäzxcvbnm,halusin vain ,731.25,2483.125
