systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536672054563,126,1,4,0,k,qwertyuiopåasdfghjklöäzxcvbnm,k,994.21875,2023.125
1536672054823,126,1,4,260,u,qwertyuiopåasdfghjklöäzxcvbnm,ku,843.0469,1816.25
1536672055334,126,1,4,771,k,qwertyuiopåasdfghjklöäzxcvbnm,kuk,1047.3047,2036.25
1536672055489,126,1,4,926,o,qwertyuiopåasdfghjklöäzxcvbnm,kuko,1092.3047,1821.875
1536672055809,126,1,4,1246,s,qwertyuiopåasdfghjklöäzxcvbnm,kukos,187.73438000000002,2025.0
1536672056083,126,1,4,1520,t,qwertyuiopåasdfghjklöäzxcvbnm,kukost,587.1094,1818.75
1536672056345,126,1,4,1782,a,qwertyuiopåasdfghjklöäzxcvbnm,kukosta,55.898438,2043.75
1536672056890,126,1,4,2327, ,qwertyuiopåasdfghjklöäzxcvbnm,kukosta ,772.03125,2413.125
1536672057272,126,1,4,2709,h,qwertyuiopåasdfghjklöäzxcvbnm,kukosta h,749.1797,2026.875
1536672057438,126,1,4,2875,y,qwertyuiopåasdfghjklöäzxcvbnm,kukosta hy,716.1328,1811.25
1536672058021,126,1,4,3458,v,qwertyuiopåasdfghjklöäzxcvbnm,kukosta hyv,735.1172,2266.875
1536672059088,126,1,4,4525,B,qwertyuiopåasdfghjklöäzxcvbnm,kukosta hy,1247.3438,2270.0
1536672059240,126,1,4,4677,B,qwertyuiopåasdfghjklöäzxcvbnm,kukosta h,1258.2422,2278.125
1536672059395,126,1,4,4832,B,qwertyuiopåasdfghjklöäzxcvbnm,kukosta ,1263.5156,2268.75
1536672059525,126,1,4,4962,B,qwertyuiopåasdfghjklöäzxcvbnm,kukosta,1274.4141,2253.125
1536672059787,126,1,4,5224,B,qwertyuiopåasdfghjklöäzxcvbnm,kukost,1292.3438,2233.75
1536672060167,126,1,4,5604,B,qwertyuiopåasdfghjklöäzxcvbnm,kukos,1280.3906,2235.0
1536672060321,126,1,4,5758,B,qwertyuiopåasdfghjklöäzxcvbnm,kuko,1283.5547,2243.125
1536672060476,126,1,4,5913,B,qwertyuiopåasdfghjklöäzxcvbnm,kuk,1278.2812,2250.0
1536672060690,126,1,4,6127,B,qwertyuiopåasdfghjklöäzxcvbnm,ku,1281.4453,2251.875
1536672061456,126,1,4,6893,u,qwertyuiopåasdfghjklöäzxcvbnm,kuu,849.375,1851.875
1536672062385,126,1,4,7822,l,qwertyuiopåasdfghjklöäzxcvbnm,kuul,1102.1484,2033.125
1536672062538,126,1,4,7975,o,qwertyuiopåasdfghjklöäzxcvbnm,kuulo,1104.2578,1826.875
1536672062834,126,1,4,8271,d,qwertyuiopåasdfghjklöäzxcvbnm,kuulod,265.78125,1980.0
1536672063036,126,1,4,8473,t,qwertyuiopåasdfghjklöäzxcvbnm,kuulodt,548.08594,1813.75
1536672063731,126,1,4,9168,B,qwertyuiopåasdfghjklöäzxcvbnm,kuulod,1380.5859,2151.25
1536672063942,126,1,4,9379,B,qwertyuiopåasdfghjklöäzxcvbnm,kuulo,1363.3594,2156.875
1536672064442,126,1,4,9879,s,qwertyuiopåasdfghjklöäzxcvbnm,kuulos,227.8125,2008.75
1536672064667,126,1,4,10104,t,qwertyuiopåasdfghjklöäzxcvbnm,kuulost,593.08594,1813.75
1536672064941,126,1,4,10378,a,qwertyuiopåasdfghjklöäzxcvbnm,kuulosta,30.9375,2083.75
1536672065083,126,1,4,10520,a,qwertyuiopåasdfghjklöäzxcvbnm,kuulostaa,64.6875,2078.125
1536672065552,126,1,4,10989, ,qwertyuiopåasdfghjklöäzxcvbnm,kuulostaa ,717.1875,2460.0
1536672065885,126,1,4,11322,h,qwertyuiopåasdfghjklöäzxcvbnm,kuulostaa h,718.2422,2023.125
1536672066039,126,1,4,11476,y,qwertyuiopåasdfghjklöäzxcvbnm,kuulostaa hy,705.2344,1783.125
1536672066427,126,1,4,11864,v,qwertyuiopåasdfghjklöäzxcvbnm,kuulostaa hyv,716.1328,2258.125
1536672066760,126,1,4,12197,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuulostaa hyvä,1349.2969,2010.0
