systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536761963279,132,1,18,0,k,qwertyuiopåasdfghjklöäzxcvbnm,k,1009.33594,2033.125
1536761963772,132,1,18,493,u,qwertyuiopåasdfghjklöäzxcvbnm,ku,891.21094,1813.125
1536761963990,132,1,18,711,i,qwertyuiopåasdfghjklöäzxcvbnm,kui,1013.2031,1751.25
1536761964312,132,1,18,1033,n,qwertyuiopåasdfghjklöäzxcvbnm,kuin,1044.1406,2248.125
1536761964508,132,1,18,1229,l,qwertyuiopåasdfghjklöäzxcvbnm,kuinl,1068.3984,2013.125
1536761964969,132,1,18,1690,a,qwertyuiopåasdfghjklöäzxcvbnm,kuinla,125.859375,1976.25
1536761965550,132,1,18,2271, ,qwertyuiopåasdfghjklöäzxcvbnm,kuinla ,743.2031,2451.25
1536761965941,132,1,18,2662,h,qwertyuiopåasdfghjklöäzxcvbnm,kuinla h,756.21094,2038.125
1536761966299,132,1,18,3020,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hä,1418.5547,1985.0
1536761966656,132,1,18,3377,n,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän,988.2422,2241.875
1536761967018,132,1,18,3739, ,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän ,729.1406,2513.125
1536761967457,132,1,18,4178,p,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän p,1292.3438,1785.0
1536761967698,132,1,18,4419,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän pä,1374.6094,2051.25
1536761968433,132,1,18,5154,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän p,1371.4453,2251.875
1536761968590,132,1,18,5311,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän ,1362.3047,2235.0
1536761968752,132,1,18,5473,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hän,1356.3281,2258.125
1536761968901,132,1,18,5622,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla hä,1354.5703,2263.75
1536761969050,132,1,18,5771,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla h,1362.3047,2256.875
1536761969200,132,1,18,5921,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla ,1372.5,2258.75
1536761969349,132,1,18,6070,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinla,1373.5547,2231.875
1536761969487,132,1,18,6208,B,qwertyuiopåasdfghjklöäzxcvbnm,kuinl,1375.3125,2226.875
1536761969636,132,1,18,6357,B,qwertyuiopåasdfghjklöäzxcvbnm,kuin,1410.4688,2238.75
1536761970278,132,1,18,6999,k,qwertyuiopåasdfghjklöäzxcvbnm,kuink,1029.375,2026.25
1536761970787,132,1,18,7508,a,qwertyuiopåasdfghjklöäzxcvbnm,kuinka,106.875,1956.25
1536761971372,132,1,18,8093, ,qwertyuiopåasdfghjklöäzxcvbnm,kuinka ,750.2344,2470.0
1536761971683,132,1,18,8404,h,qwertyuiopåasdfghjklöäzxcvbnm,kuinka h,742.14844,1993.75
1536761972041,132,1,18,8762,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hä,1420.3125,2000.0
1536761972429,132,1,18,9150,n,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän,1013.2031,2250.0
1536761972728,132,1,18,9449, ,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän ,678.16406,2536.875
1536761973106,132,1,18,9827,p,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän p,1270.5469,1791.25
1536761973312,132,1,18,10033,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pä,1416.4453,2056.875
1536761973839,132,1,18,10560,r,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pär,472.14844000000005,1751.875
1536761974238,132,1,18,10959,j,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärj,909.1406,1991.25
1536761974571,132,1,18,11292,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjä,1408.3594,2001.25
1536761974755,132,1,18,11476,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää,1422.4219,2001.25
1536761975120,132,1,18,11841, ,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää ,787.14844,2483.125
1536761975487,132,1,18,12208,s,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää s,194.76561999999998,1993.75
1536761975948,132,1,18,12669,i,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää si,979.10156,1796.25
1536761976533,132,1,18,13254,e,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää sie,303.04688,1808.125
1536761977136,132,1,18,13857,l,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää siel,1099.3359,2021.875
1536761977329,132,1,18,14050,l,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää siell,1121.4844,2026.25
1536761977581,132,1,18,14302,ä,qwertyuiopåasdfghjklöäzxcvbnm,kuinka hän pärjää siellä,1413.6328,1998.125
1536761983998,132,1,11,0,m,qwertyuiopåasdfghjklöäzxcvbnm,m,1142.2266,2236.875
1536761984353,132,1,11,355,i,qwertyuiopåasdfghjklöäzxcvbnm,mi,1032.1875,1750.0
1536761984617,132,1,11,619,k,qwertyuiopåasdfghjklöäzxcvbnm,mik,1021.28906,2005.0
1536761984892,132,1,11,894,ä,qwertyuiopåasdfghjklöäzxcvbnm,mikä,1418.5547,1958.125
1536761985317,132,1,11,1319, ,qwertyuiopåasdfghjklöäzxcvbnm,mikä ,855.35156,2450.0
