systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536657794711,124,1,72,0,v,qwertyuiopåasdfghjklöäzxcvbnm,v,716.1328,2205.0
1536657795338,124,1,72,627,o,qwertyuiopåasdfghjklöäzxcvbnm,vo,1148.2031,1743.125
1536657795682,124,1,72,971,i,qwertyuiopåasdfghjklöäzxcvbnm,voi,1035.3516,1708.125
1536657796315,124,1,72,1604,t,qwertyuiopåasdfghjklöäzxcvbnm,voit,606.09375,1721.875
1536657796955,124,1,72,2244,k,qwertyuiopåasdfghjklöäzxcvbnm,voitk,1003.3594,1966.875
1536657797308,124,1,72,2597,o,qwertyuiopåasdfghjklöäzxcvbnm,voitko,1124.2969,1700.0
1536657797880,124,1,72,3169, ,qwertyuiopåasdfghjklöäzxcvbnm,voitko ,795.2344,2413.125
1536657798332,124,1,72,3621,j,qwertyuiopåasdfghjklöäzxcvbnm,voitko j,839.1797,1988.75
1536657798676,124,1,72,3965,o,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo,1119.375,1708.75
1536657799248,124,1,72,4537, ,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo ,741.09375,2428.125
1536657799678,124,1,72,4967,p,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo p,1260.3516,1728.125
1536657800403,124,1,72,5692,a,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo pa,95.97655999999999,1968.75
1536657801464,124,1,72,6753,r,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo par,467.9297,1758.125
1536657801727,124,1,72,7016,e,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo pare,361.0547,1738.125
1536657802349,124,1,72,7638,m,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo parem,1103.2031,2198.125
1536657802646,124,1,72,7935,m,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo paremm,1134.4922,2190.0
1536657803268,124,1,72,8557,i,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo paremmi,970.3125,1736.875
1536657803684,124,1,72,8973,n,qwertyuiopåasdfghjklöäzxcvbnm,voitko jo paremmin,1022.34375,2221.25
1536657810852,124,1,24,0,ä,qwertyuiopåasdfghjklöäzxcvbnm,ä,1395.3516,1956.875
1536657811148,124,1,24,296,ä,qwertyuiopåasdfghjklöäzxcvbnm,ää,1387.6172,1953.75
1536657811544,124,1,24,692,n,qwertyuiopåasdfghjklöäzxcvbnm,ään,994.21875,2171.25
1536657812145,124,1,24,1293,e,qwertyuiopåasdfghjklöäzxcvbnm,ääne,351.91406,1715.0
1536657812509,124,1,24,1657,s,qwertyuiopåasdfghjklöäzxcvbnm,äänes,253.82812,1923.75
1536657812877,124,1,24,2025,t,qwertyuiopåasdfghjklöäzxcvbnm,äänest,615.9375,1690.625
1536657813604,124,1,24,2752,ä,qwertyuiopåasdfghjklöäzxcvbnm,äänestä,1397.4609,1990.0
1536657813984,124,1,24,3132,n,qwertyuiopåasdfghjklöäzxcvbnm,äänestän,997.3828,2218.125
1536657814236,124,1,24,3384, ,qwertyuiopåasdfghjklöäzxcvbnm,äänestän ,812.1094,2436.25
1536657814569,124,1,24,3717,j,qwertyuiopåasdfghjklöäzxcvbnm,äänestän j,852.1875,2013.75
1536657815031,124,1,24,4179,ä,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jä,1399.5703,1976.875
1536657815375,124,1,24,4523,l,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jäl,1092.3047,2000.0
1536657815975,124,1,24,5123,k,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jälk,980.15625,1996.25
1536657816237,124,1,24,5385,i,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jälki,998.4375,1793.125
1536657816633,124,1,24,5781,m,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jälkim,1145.3906,2210.0
1536657816816,124,1,24,5964,m,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jälkimm,1125.3516,2198.125
1536657817091,124,1,24,6239,ä,qwertyuiopåasdfghjklöäzxcvbnm,äänestän jälkimmä,1417.5,1981.25
