systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536646245163,122,1,30,0,o,qwertyuiopåasdfghjklöäzxcvbnm,o,1106.3672,1775.0
1536646245561,122,1,30,398,n,qwertyuiopåasdfghjklöäzxcvbnm,on,962.22656,2220.0
1536646245756,122,1,30,593,k,qwertyuiopåasdfghjklöäzxcvbnm,onk,969.2578,2056.875
1536646245940,122,1,30,777,o,qwertyuiopåasdfghjklöäzxcvbnm,onko,1086.3281,1811.875
1536646246552,122,1,30,1389,h,qwertyuiopåasdfghjklöäzxcvbnm,onkoh,684.1406,2010.0
1536646247027,122,1,30,1864,a,qwertyuiopåasdfghjklöäzxcvbnm,onkoha,84.72655999999999,2036.25
1536646247377,122,1,30,2214,l,qwertyuiopåasdfghjklöäzxcvbnm,onkohal,1087.3828,2021.875
1536646248175,122,1,30,3012,B,qwertyuiopåasdfghjklöäzxcvbnm,onkoha,1335.5859,2193.125
1536646248493,122,1,30,3330,n,qwertyuiopåasdfghjklöäzxcvbnm,onkohan,972.4219,2231.25
1536646248734,122,1,30,3571, ,qwertyuiopåasdfghjklöäzxcvbnm,onkohan ,815.27344,2461.25
1536646249122,122,1,30,3959,s,qwertyuiopåasdfghjklöäzxcvbnm,onkohan s,197.92969,1996.25
1536646249306,122,1,30,4143,e,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se,287.9297,1748.75
1536646249764,122,1,30,4601, ,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se ,854.2969,2428.125
1536646250097,122,1,30,4934,j,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se j,858.16406,1990.0
1536646250315,122,1,30,5152,o,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se jo,1118.3203,1723.75
1536646250671,122,1,30,5508, ,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se jo ,839.1797,2440.0
1536646250947,122,1,30,5784,o,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se jo o,1138.3594,1698.75
1536646251314,122,1,30,6151,h,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se jo oh,780.1172,2013.75
1536646251498,122,1,30,6335,i,qwertyuiopåasdfghjklöäzxcvbnm,onkohan se jo ohi,989.2969,1748.75
