systime,id,block,sentence_n,trialtime,event,layout,message,touchx,touchy
1536740827344,128,1,8,0,t,qwertyuiopåasdfghjklöäzxcvbnm,t,602.22656,1761.875
1536740828164,128,1,8,820,ä,qwertyuiopåasdfghjklöäzxcvbnm,tä,1381.2891,2016.25
1536740828575,128,1,8,1231,m,qwertyuiopåasdfghjklöäzxcvbnm,täm,1116.2109,2201.25
1536740828871,128,1,8,1527,ä,qwertyuiopåasdfghjklöäzxcvbnm,tämä,1399.5703,2013.75
1536740829476,128,1,8,2132, ,qwertyuiopåasdfghjklöäzxcvbnm,tämä ,723.16406,2431.25
1536740830440,128,1,8,3096,o,qwertyuiopåasdfghjklöäzxcvbnm,tämä o,1091.25,1781.875
1536740830840,128,1,8,3496,n,qwertyuiopåasdfghjklöäzxcvbnm,tämä on,976.28906,2213.75
1536740831172,128,1,8,3828, ,qwertyuiopåasdfghjklöäzxcvbnm,tämä on ,720.0,2493.125
1536740832008,128,1,8,4664,a,qwertyuiopåasdfghjklöäzxcvbnm,tämä on a,103.71094000000001,1996.25
1536740832787,128,1,8,5443,r,qwertyuiopåasdfghjklöäzxcvbnm,tämä on ar,489.02344000000005,1758.75
1536740833497,128,1,8,6153,k,qwertyuiopåasdfghjklöäzxcvbnm,tämä on ark,986.1328,2000.0
1536740834059,128,1,8,6715,a,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arka,110.74219,1990.0
1536740834665,128,1,8,7321,l,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkal,1113.3984,1996.875
1536740834936,128,1,8,7592,u,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkalu,835.3125,1791.875
1536740835220,128,1,8,7876,o,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluo,1152.4219,1738.125
1536740835575,128,1,8,8231,n,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluon,975.2344,2158.75
1536740836096,128,1,8,8752,t,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluont,601.1719,1770.0
1536740836531,128,1,8,9187,o,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluonto,1137.3047,1778.125
1536740836731,128,1,8,9387,i,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoi,1014.2578,1758.75
1536740837300,128,1,8,9956,s,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontois,221.83594,1986.875
1536740837691,128,1,8,10347,t,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoist,569.1797,1773.75
1536740838123,128,1,8,10779,s,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoists,152.92969,1993.75
1536740839700,128,1,8,12356,B,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoist,1320.4688,2243.75
1536740840526,128,1,8,13182,a,qwertyuiopåasdfghjklöäzxcvbnm,tämä on arkaluontoista,97.03125,1986.875
1536740850156,128,1,41,0,o,qwertyuiopåasdfghjklöäzxcvbnm,o,1148.2031,1768.125
1536740850472,128,1,41,316,l,qwertyuiopåasdfghjklöäzxcvbnm,ol,1118.3203,1988.125
1536740851373,128,1,41,1217,r,qwertyuiopåasdfghjklöäzxcvbnm,olr,401.1328,1791.875
1536740852731,128,1,41,2575,B,qwertyuiopåasdfghjklöäzxcvbnm,ol,1315.5469,2275.0
1536740853469,128,1,41,3313,e,qwertyuiopåasdfghjklöäzxcvbnm,ole,346.9922,1776.875
1536740853785,128,1,41,3629,t,qwertyuiopåasdfghjklöäzxcvbnm,olet,639.1406,1756.25
1536740854662,128,1,41,4506,k,qwertyuiopåasdfghjklöäzxcvbnm,oletk,979.10156,1986.25
1536740854860,128,1,41,4704,o,qwertyuiopåasdfghjklöäzxcvbnm,oletko,1116.2109,1771.25
1536740855323,128,1,41,5167, ,qwertyuiopåasdfghjklöäzxcvbnm,oletko ,684.1406,2423.75
1536740855900,128,1,41,5744,a,qwertyuiopåasdfghjklöäzxcvbnm,oletko a,101.953125,2001.25
1536740856523,128,1,41,6367,i,qwertyuiopåasdfghjklöäzxcvbnm,oletko ai,1033.2422,1756.25
1536740856930,128,1,41,6774,v,qwertyuiopåasdfghjklöäzxcvbnm,oletko aiv,727.03125,2186.25
1536740857464,128,1,41,7308,a,qwertyuiopåasdfghjklöäzxcvbnm,oletko aiva,100.89844000000001,2010.0
1536740858555,128,1,41,8399,n,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan,1021.28906,2206.875
1536740858931,128,1,41,8775, ,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan ,806.1328,2435.0
1536740859240,128,1,41,9084,v,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan v,723.16406,2253.125
1536740859804,128,1,41,9648,a,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan va,94.921875,2021.25
1536740860184,128,1,41,10028,r,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan var,444.02344000000005,1805.0
1536740860852,128,1,41,10696,m,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan varm,1102.1484,2218.125
1536740861682,128,1,41,11526,a,qwertyuiopåasdfghjklöäzxcvbnm,oletko aivan varma,123.046875,1996.875
1536740870214,128,1,58,0,s,qwertyuiopåasdfghjklöäzxcvbnm,s,226.75781,1990.0
1536740871027,128,1,58,813,u,qwertyuiopåasdfghjklöäzxcvbnm,su,855.35156,1738.125
1536740871755,128,1,58,1541,j,qwertyuiopåasdfghjklöäzxcvbnm,suj,853.2422,2008.75
1536740872037,128,1,58,1823,u,qwertyuiopåasdfghjklöäzxcvbnm,suju,831.09375,1821.25
1536740872262,128,1,58,2048,i,qwertyuiopåasdfghjklöäzxcvbnm,sujui,950.27344,1736.875
1536740872970,128,1,58,2756,k,qwertyuiopåasdfghjklöäzxcvbnm,sujuik,977.34375,1966.875
1536740873215,128,1,58,3001,o,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko,1121.4844,1741.875
1536740873930,128,1,58,3716, ,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko ,747.0703,2456.25
1536740874407,128,1,58,4193,m,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko m,1122.1875,2193.75
1536740875144,128,1,58,4930,a,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko ma,100.89844000000001,1956.875
1536740875691,128,1,58,5477,t,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko mat,582.1875,1778.75
1536740876270,128,1,58,6056,k,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matk,1005.1172,1996.875
1536740876917,128,1,58,6703,a,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matka,90.0,1973.75
1536740877163,128,1,58,6949,s,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkas,252.77344,2005.0
1536740877850,128,1,58,7636,i,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi,982.2656,1761.25
1536740878644,128,1,58,8430, ,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi ,751.28906,2443.75
1536740879337,128,1,58,9123,h,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi h,719.2969,1996.25
1536740879510,128,1,58,9296,y,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi hy,693.9844,1763.125
1536740880003,128,1,58,9789,v,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi hyv,712.2656,2213.75
1536740880347,128,1,58,10133,i,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi hyvi,1013.2031,1803.125
1536740880714,128,1,58,10500,n,qwertyuiopåasdfghjklöäzxcvbnm,sujuiko matkasi hyvin,988.2422,2196.875
1536740888679,128,1,28,0,p,qwertyuiopåasdfghjklöäzxcvbnm,p,1220.2734,1741.25
1536740889185,128,1,28,506,u,qwertyuiopåasdfghjklöäzxcvbnm,pu,869.0625,1773.125
1536740889445,128,1,28,766,h,qwertyuiopåasdfghjklöäzxcvbnm,puh,717.1875,1985.0
